Name,Critic_Score,Critic_Count,User_Score,User_Count
Infinite Undiscovery,68.0,60.0,7,158.0
Lego Star Wars: The Force Awakens,78.0,61.0,7.5,91.0
NHL 12,86.0,56.0,7,72.0
Advance Wars,92.0,28.0,9,95.0
NASCAR 2001,66.0,16.0,6.6,9.0
Mafia,65.0,30.0,7.6,62.0
Ape Escape: On the Loose,66.0,35.0,6.4,16.0
Mobile Suit Gundam: Journey to Jaburo,58.0,16.0,8.1,49.0
MLB 08: The Show,85.0,33.0,8.7,76.0
TimeSplitters 2,90.0,33.0,8.8,127.0
Omerta: City of Gangsters,43.0,18.0,3.3,25.0
Driver: San Francisco,80.0,63.0,7.6,130.0
Classic NES Series: Zelda II: The Adventure of Link,73.0,8.0,7.5,39.0
James Bond 007: Blood Stone,65.0,49.0,7.4,45.0
Metal Gear Solid: Portable Ops Plus,65.0,19.0,7.5,27.0
LEGO Rock Band,70.0,15.0,6.8,6.0
Halo 2 Multiplayer Map Pack,89.0,37.0,7.4,34.0
Mortal Kombat: Shaolin Monks,77.0,41.0,8.6,74.0
MotionSports,40.0,30.0,4.4,9.0
MX vs. ATV Unleashed: On the Edge,68.0,22.0,8.1,7.0
Mario Pinball Land,62.0,35.0,4.9,11.0
Dragon Ball Z: Budokai,65.0,16.0,6.3,15.0
Plants vs. Zombies: Garden Warfare,76.0,65.0,7.4,438.0
Need for Speed Rivals,75.0,18.0,5.8,175.0
The Sims 2: Apartment Pets,50.0,12.0,3.3,4.0
Harry Potter and the Chamber of Secrets,77.0,14.0,8.3,27.0
Prince of Persia: The Forgotten Sands,75.0,49.0,7.6,120.0
The Lord of the Rings: The Return of the King,84.0,23.0,8.5,21.0
The Sims: Medieval,77.0,56.0,6.1,173.0
Top Spin 4,82.0,37.0,7.7,55.0
Baldur's Gate: Dark Alliance II,78.0,44.0,8.7,54.0
Shark Tale,63.0,8.0,9,4.0
IL-2 Sturmovik: Birds of Prey,81.0,28.0,7.3,20.0
NBA Street Vol. 2,89.0,22.0,8.8,24.0
MX vs. ATV Untamed,70.0,43.0,7.1,17.0
The Last Remnant,66.0,49.0,6.9,122.0
NCAA Football 2005,89.0,29.0,8,12.0
The Sly Collection,85.0,46.0,8.8,172.0
Naruto: Clash of Ninja,72.0,21.0,8.1,20.0
Sniper Elite 3,67.0,41.0,7.1,178.0
Prince of Persia: The Two Thrones,85.0,46.0,8.5,111.0
Hot Shots Golf: Open Tee 2,82.0,42.0,8.6,12.0
Suikoden II,82.0,8.0,8.4,162.0
Iron Man,42.0,27.0,6.2,45.0
FIFA Soccer 06,80.0,39.0,7.5,22.0
Fight Night 2004,85.0,47.0,8.7,20.0
.hack//Mutation Part 2,76.0,24.0,8.9,81.0
Wolfenstein: The New Order,79.0,18.0,7.8,397.0
Cars: Mater-National Championship,69.0,7.0,6.8,5.0
Kirby's Dream Collection: Special Edition,82.0,6.0,8.8,37.0
Return to Castle Wolfenstein: Tides of War,84.0,38.0,8.8,33.0
RIFT,84.0,59.0,7.3,561.0
Spider-Man 3,60.0,33.0,7,40.0
Mass Effect,89.0,45.0,8.6,2386.0
The Evil Within,79.0,24.0,7.3,430.0
Armored Core 3,74.0,23.0,9,33.0
Star Wars: Republic Commando,78.0,54.0,8.9,89.0
The LEGO Movie Videogame,71.0,31.0,7.1,98.0
Turok,67.0,38.0,6,39.0
Terraria,81.0,39.0,7.2,139.0
Red Steel,63.0,54.0,6.8,121.0
Unreal Tournament III,86.0,42.0,7.7,127.0
Fossil Fighters: Champions,68.0,8.0,7.1,11.0
The Sims 3,73.0,9.0,6.4,20.0
NFL Street,81.0,38.0,8.8,9.0
Final Fantasy Crystal Chronicles: Ring of Fates,77.0,41.0,7.2,25.0
Bakugan: Battle Brawlers,62.0,12.0,7.2,11.0
Blazing Angels: Squadrons of WWII,67.0,26.0,6.9,9.0
WWE SmackDown vs. RAW 2007,78.0,13.0,8.1,21.0
F1 2015,65.0,46.0,6.3,43.0
Tony Hawk's Proving Ground,65.0,6.0,6.6,17.0
The Darkness,80.0,35.0,7.7,107.0
MLB 2004,61.0,21.0,7.9,9.0
Darkstone,58.0,10.0,8.3,12.0
NCAA March Madness 2003,74.0,13.0,8,27.0
Thrillville,69.0,32.0,2.9,52.0
Castlevania: Lords of Shadow,83.0,70.0,7.8,237.0
NHL 10,88.0,52.0,8.4,71.0
100 Classic Books,70.0,7.0,6,12.0
Street Fighter Anniversary Collection,78.0,30.0,8.7,20.0
NHL 13,83.0,44.0,6.6,86.0
Napoleon: Total War,81.0,56.0,7.9,515.0
Rayman Legends,92.0,35.0,8.7,465.0
The Sims: Bustin' Out,81.0,30.0,9,15.0
BioShock Infinite,94.0,68.0,8.5,7322.0
Ratatouille,64.0,7.0,7.1,7.0
Lollipop Chainsaw,67.0,37.0,7.1,199.0
Tom Clancy's EndWar,76.0,33.0,6.6,42.0
Shrek: Hassle at the Castle,71.0,7.0,7.4,5.0
Suikoden IV,63.0,44.0,7.3,47.0
Gods Eater Burst,71.0,30.0,7.9,35.0
Fist of the North Star: Ken's Rage,60.0,30.0,6.9,29.0
One Piece: Pirate Warriors 2,71.0,35.0,7.8,61.0
Brothers In Arms: Road to Hill 30,88.0,64.0,8,69.0
LEGO Jurassic World,70.0,17.0,6.7,44.0
Kung Fu Panda,73.0,6.0,8.6,5.0
Freedom Wars,73.0,39.0,8.3,265.0
Shaun White Snowboarding,63.0,30.0,6.3,26.0
Radiata Stories,74.0,36.0,9,54.0
F-Zero GX,89.0,50.0,8.5,161.0
Disney's Chicken Little,60.0,20.0,8.9,7.0
Scene It? Box Office Smash,76.0,32.0,7.4,25.0
Yoshi Topsy-Turvy,60.0,23.0,6.6,5.0
Monster Jam: Maximum Destruction,47.0,11.0,6,6.0
Tiger Woods PGA Tour 09,82.0,34.0,7.2,9.0
Mortal Kombat,85.0,51.0,7.8,192.0
Tiger Woods PGA Tour 09,84.0,41.0,7.8,29.0
Advance Wars 2: Black Hole Rising,89.0,34.0,9.4,97.0
Wario: Master of Disguise,60.0,35.0,7.4,19.0
The Last Story,80.0,61.0,8.4,179.0
Drakengard,63.0,55.0,9.1,88.0
Champions: Return to Arms,77.0,48.0,8.8,43.0
Harry Potter and the Goblet of Fire,68.0,29.0,6.7,48.0
Tiger Woods PGA Tour 10,80.0,51.0,6.9,20.0
007: Quantum of Solace,54.0,11.0,7.5,26.0
Farming Simulator 17,64.0,5.0,8,20.0
Borderlands 2,64.0,31.0,7.6,358.0
Crash Bandicoot Purple: Ripto's Rampage,67.0,23.0,6.6,12.0
Assassin's Creed IV: Black Flag,84.0,10.0,7.7,1470.0
Need For Speed: Undercover,54.0,12.0,6.2,29.0
Spyro: A Hero's Tail,60.0,16.0,8,44.0
Crash: Twinsanity,64.0,38.0,8,129.0
The LEGO Movie Videogame,68.0,5.0,7.7,25.0
Max Payne 2: The Fall of Max Payne,84.0,34.0,8.4,49.0
Drawn to Life: The Next Chapter,72.0,21.0,7.7,22.0
GoldenEye: Rogue Agent,60.0,38.0,7,32.0
WWE 2K15,50.0,5.0,4,65.0
Star Ocean: First Departure,74.0,32.0,7.4,28.0
James Bond 007: Everything or Nothing,83.0,51.0,7.4,27.0
X2: Wolverine's Revenge,58.0,24.0,7.2,13.0
NBA Live 06,79.0,30.0,6.4,15.0
Rayman 3D,61.0,39.0,6.6,48.0
Football Manager 2014,85.0,41.0,5.5,275.0
TimeSplitters 2,88.0,20.0,7.7,34.0
Onimusha: Dawn of Dreams,81.0,45.0,8.9,62.0
Sengoku Basara: Samurai Heroes,61.0,37.0,7.9,29.0
Stuntman: Ignition,75.0,38.0,7.3,31.0
Real Heroes: Firefighter,67.0,18.0,8.2,10.0
Dishonored 2,88.0,56.0,7.7,569.0
The Crew,64.0,18.0,5.9,176.0
Dragon Ball: Raging Blast 2,57.0,33.0,7.4,30.0
NHL 13,84.0,22.0,6.8,60.0
Dead or Alive 5,74.0,34.0,7.7,109.0
Evolve,74.0,31.0,5.1,336.0
Lemony Snicket's A Series of Unfortunate Events,63.0,25.0,5.7,12.0
Lost Planet: Extreme Condition,67.0,34.0,7,36.0
X-Men Legends II: Rise of Apocalypse,82.0,44.0,7.3,41.0
LEGO Star Wars II: The Original Trilogy,81.0,50.0,8,45.0
Rock Band 3,91.0,10.0,6.9,36.0
Dragon Age II,82.0,45.0,4.5,4533.0
Tony Hawk's Pro Skater 2x,78.0,24.0,8.8,5.0
NBA Live 08,73.0,28.0,6.8,10.0
FIFA Soccer 2003,88.0,11.0,7.7,11.0
The Lord of the Rings: Conquest,55.0,58.0,7,110.0
Far Cry 4,80.0,17.0,6.7,1064.0
NASCAR 06: Total Team Control,78.0,18.0,7.7,18.0
Iron Man,44.0,7.0,6.5,16.0
White Knight Chronicles II,60.0,45.0,7.1,64.0
Juiced 2: Hot Import Nights,68.0,24.0,7.6,21.0
Wolfenstein,71.0,58.0,7.4,77.0
The Walking Dead: Survival Instinct,32.0,30.0,4,410.0
The Sims 3: Generations,70.0,22.0,3.6,81.0
Ape Escape 2,82.0,31.0,8.4,32.0
Sega Rally Revo,75.0,40.0,7,20.0
Shin Megami Tensei: Persona 3 FES,89.0,25.0,8.3,296.0
FIFA Soccer 2002,82.0,17.0,5.8,28.0
Angry Birds Trilogy,62.0,7.0,4.6,20.0
Condemned 2: Bloodshot,80.0,76.0,8.4,178.0
Okami,93.0,69.0,9.3,327.0
Shin Megami Tensei: Persona 3 Portable,89.0,40.0,8.3,317.0
NHL 2001,88.0,10.0,7.7,7.0
Crysis 3,76.0,47.0,6.5,1223.0
Buzz Lightyear of Star Command,54.0,10.0,5.3,4.0
NHL 16,78.0,28.0,5.5,157.0
Tony Hawk's Project 8,76.0,43.0,7.2,14.0
Ghostbusters: The Video Game,79.0,53.0,8.5,125.0
XCOM: Enemy Unknown,90.0,35.0,8.3,366.0
Tony Hawk's American Wasteland,77.0,40.0,7.7,15.0
Wild ARMs 3,78.0,30.0,8.4,38.0
Madden NFL 07,82.0,14.0,9.2,5.0
Tiger Woods PGA Tour 2004,89.0,18.0,8.2,14.0
Tak 2: The Staff of Dreams,71.0,31.0,8,10.0
Just Dance 3,75.0,5.0,6,7.0
LEGO Pirates of the Caribbean: The Video Game,71.0,16.0,7.3,20.0
Donkey Kong Barrel Blast,46.0,34.0,6.8,26.0
Viewtiful Joe,93.0,52.0,8.3,115.0
The Urbz: Sims in the City,72.0,6.0,9.2,25.0
Guitar Hero: Metallica,86.0,44.0,8,48.0
Strike Force Bowling,48.0,14.0,6.8,4.0
Red Steel 2,80.0,73.0,8.6,178.0
XGRA: Extreme G-Racing Association,68.0,23.0,8.6,8.0
Mafia III,67.0,20.0,4.6,274.0
Prince of Persia: The Forgotten Sands,74.0,69.0,7.8,112.0
Warriors Orochi 3,70.0,17.0,7.9,35.0
DJ Hero 2,88.0,20.0,7.5,17.0
Tiger Woods PGA Tour 12: The Masters,80.0,50.0,6.1,25.0
Wall-E,50.0,32.0,6.3,6.0
Harry Potter and the Half-Blood Prince,48.0,9.0,4.3,7.0
NieR,68.0,58.0,8.4,263.0
2014 FIFA World Cup Brazil,73.0,33.0,4.3,87.0
NBA 2K9,82.0,30.0,7,37.0
NFL Fever 2003,72.0,25.0,8.6,12.0
Samurai Warriors 2,58.0,26.0,8.8,13.0
Wet,70.0,61.0,6.4,55.0
Cooking Mama 4: Kitchen Magic!,56.0,6.0,6,7.0
Scribblenauts: Unlimited,73.0,13.0,7.4,21.0
Fire Emblem: Shadow Dragon,81.0,42.0,7,106.0
Plants vs. Zombies: Garden Warfare,75.0,23.0,7.6,259.0
Metroid Prime: Trilogy,91.0,48.0,9.3,316.0
Robotech: Battlecry,72.0,20.0,8.5,8.0
Disney Universe,70.0,29.0,6.9,13.0
Jak and Daxter: The Lost Frontier,71.0,47.0,6.3,28.0
Texas Hold 'Em Poker,49.0,7.0,6.8,6.0
Time Crisis 3,81.0,29.0,8.1,12.0
Vanquish,84.0,61.0,8.1,304.0
Tearaway,87.0,82.0,8.9,391.0
Half-Life 2,90.0,35.0,8.6,115.0
Tony Hawk: RIDE,46.0,43.0,3,67.0
Borderlands: The Pre-Sequel,77.0,24.0,6.3,130.0
Major League Baseball 2K8,70.0,28.0,5.9,34.0
Sacred 2: Fallen Angel,70.0,45.0,7.1,51.0
pro evolution soccer 2011,79.0,43.0,5.9,33.0
Major League Baseball 2K9,64.0,29.0,5.3,26.0
Final Fantasy IV Advance,85.0,30.0,7.3,70.0
Dragon Ball Z: Ultimate Tenkaichi,58.0,26.0,5.4,77.0
Harry Potter and the Goblet of Fire,71.0,9.0,6,8.0
Dragon Ball Z: Buu's Fury,62.0,19.0,8.9,39.0
Spider-Man: Mysterio's Menace,84.0,8.0,8.7,11.0
MySims Racing,67.0,11.0,7.3,4.0
Naruto: Ultimate Ninja,75.0,34.0,7.7,35.0
Pac-Man Party,59.0,14.0,5.9,8.0
Tony Hawk's Underground,86.0,9.0,7.7,9.0
Shadow The Hedgehog,45.0,28.0,6,137.0
Wave Race: Blue Storm,80.0,21.0,8.3,29.0
Aliens: Colonial Marines,43.0,25.0,3.6,295.0
Backyard Wrestling: Don't Try This at Home,51.0,24.0,7.8,29.0
Yakuza: Dead Souls,64.0,55.0,7.4,69.0
Fight Night Round 2,88.0,48.0,8.8,27.0
Dead Island: Riptide,62.0,25.0,5.9,140.0
Kinect Sports Rivals,60.0,53.0,5.1,144.0
NBA 2K8,72.0,7.0,6,9.0
Dynasty Warriors 8,68.0,26.0,8.5,75.0
Disney Infinity,71.0,10.0,7.6,58.0
Secret Agent Clank,61.0,9.0,6.7,14.0
Call of Juarez: Bound in Blood,77.0,77.0,7.6,94.0
Fighters Uncaged,32.0,38.0,4.6,23.0
Rayman Arena,63.0,10.0,8.6,8.0
Jaws Unleashed,52.0,29.0,7.5,39.0
Half-Life,87.0,24.0,8.6,94.0
Split/Second,82.0,78.0,8.1,101.0
The Golden Compass,43.0,7.0,4.9,8.0
Muramasa: The Demon Blade,81.0,58.0,8.7,101.0
Okami,90.0,44.0,8.9,236.0
LEGO The Hobbit,72.0,47.0,6.6,88.0
WWE 2K17,69.0,50.0,6.9,88.0
Just Dance 2014,72.0,13.0,7.6,45.0
NHL 15,60.0,28.0,3.6,306.0
Total War: Shogun 2,90.0,62.0,8.3,1180.0
SimCity DS,69.0,27.0,6.3,18.0
Hot Wheels: Stunt Track Challenge,62.0,8.0,8.1,8.0
Monopoly,56.0,9.0,5.8,17.0
Tony Hawk: RIDE,44.0,29.0,2.1,31.0
Medal of Honor: Frontline,80.0,16.0,7.9,16.0
Dead Space,86.0,28.0,8,1093.0
NHL 11,88.0,38.0,7.1,54.0
Yakuza 5,83.0,34.0,8.5,180.0
2002 FIFA World Cup,73.0,19.0,5.6,18.0
MVP Baseball 2004,90.0,31.0,8.5,19.0
Crash Bandicoot: The Wrath of Cortex,62.0,11.0,7.3,22.0
WWE 2K16,72.0,18.0,5.7,75.0
Assassin's Creed: Brotherhood,88.0,24.0,8.2,1102.0
Dead or Alive Xtreme Beach Volleyball,73.0,42.0,7.8,47.0
Silent Hill: Shattered Memories,77.0,8.0,6.8,82.0
Blur,82.0,78.0,8.3,169.0
Asphalt: Urban GT,60.0,38.0,7.5,13.0
Mega Man Anniversary Collection,81.0,26.0,9,20.0
Metal Gear Solid V: Ground Zeroes,66.0,5.0,5.9,242.0
Harvest Moon: Friends of Mineral Town,81.0,25.0,9.6,116.0
Naruto: The Broken Bond,80.0,34.0,7.8,46.0
WarioWare D.I.Y.,82.0,53.0,8.7,39.0
Iron Man,44.0,14.0,7,8.0
The Fight: Lights Out,48.0,39.0,7.5,77.0
Mega Man X7,58.0,30.0,5.1,38.0
Deus Ex: Human Revolution,90.0,52.0,8.5,3069.0
Final Fantasy Anniversary Edition,67.0,34.0,7.7,47.0
SoulCalibur V,77.0,56.0,6.2,124.0
Romancing SaGa,58.0,23.0,8,35.0
Lost: Via Domus,55.0,50.0,6.4,58.0
Top Spin 3,68.0,18.0,5.7,29.0
Game Party in Motion,33.0,6.0,3.7,9.0
The Lord of the Rings: The Third Age,73.0,35.0,8.2,60.0
Call of Duty: Black Ops,74.0,13.0,6,54.0
NCAA Football 09,81.0,20.0,7.3,25.0
MLB 11: The Show,90.0,30.0,7.8,87.0
Kinect Rush: A Disney Pixar Adventure,68.0,31.0,5.1,15.0
Skylanders SWAP Force,89.0,7.0,6,96.0
Terminator 3: Rise of the Machines,38.0,21.0,6.3,23.0
Guitar Hero: Smash Hits,74.0,17.0,7.7,6.0
Tom Clancy's HAWX,73.0,64.0,7.3,51.0
Alice: Madness Returns,70.0,51.0,7.9,181.0
Shin Megami Tensei IV,83.0,48.0,8.3,251.0
NBA 2K7,84.0,46.0,7.8,67.0
NHL 12,86.0,33.0,7.5,52.0
Unreal Tournament,77.0,23.0,6.8,13.0
Digimon World 2,42.0,5.0,7.6,47.0
Prince of Persia: The Two Thrones,85.0,46.0,8.4,28.0
JoJo's Bizarre Adventure: All Star Battle,71.0,53.0,8.3,55.0
Contra: Shattered Soldier,78.0,33.0,6.6,25.0
Final Fantasy: The 4 Heroes of Light,71.0,49.0,7.1,38.0
Rayman Legends,91.0,23.0,8.7,310.0
FIFA Soccer,79.0,45.0,7.2,79.0
Tenchu 2: Birth of the Stealth Assassins,77.0,14.0,8.7,32.0
Tony Hawk's Pro Skater 4,91.0,19.0,8.6,21.0
Naruto: Uzumaki Chronicles 2,52.0,22.0,6.9,17.0
NHL 06,78.0,27.0,8.5,29.0
Parasite Eve II,79.0,14.0,9,77.0
Skate it,70.0,37.0,8.4,25.0
Phineas and Ferb: Across the 2nd Dimension,76.0,4.0,8.3,6.0
Far Cry Instincts,85.0,56.0,5.7,73.0
Tony Hawk's Pro Skater 4,85.0,13.0,8.8,4.0
ATV Offroad Fury: Blazin' Trails,63.0,32.0,7.8,16.0
Tales of the Abyss,78.0,22.0,8.4,109.0
Payday 2,75.0,18.0,6.3,203.0
Blacksite: Area 51,62.0,48.0,6.1,65.0
Spyro Orange: The Cortex Conspiracy,60.0,25.0,7,12.0
XCOM: Enemy Unknown,89.0,20.0,8.2,296.0
Skylanders: Spyro's Adventure,82.0,8.0,4.9,62.0
The Sims 3: World Adventures,81.0,31.0,8,72.0
Madden NFL 06,86.0,21.0,8.5,11.0
Titanfall 2,87.0,31.0,8,261.0
BlazBlue: Calamity Trigger,87.0,50.0,8.4,112.0
Iron Man,45.0,43.0,5.9,52.0
Naruto: Ultimate Ninja 2,73.0,27.0,7.9,27.0
NHL 10,88.0,35.0,7.9,40.0
Rock Band 3,91.0,34.0,8,95.0
Blood Wake,71.0,30.0,7.5,13.0
Dynasty Warriors 5: Xtreme Legends,57.0,22.0,9.1,26.0
WWE 2K15,56.0,25.0,5.7,63.0
FIFA World Cup Germany 2006,77.0,28.0,8.1,33.0
Wreckless: ThE YaKuza MisSiOns,74.0,36.0,5.2,13.0
Defiance,60.0,27.0,7.2,249.0
Disgaea 4: A Promise Unforgotten,80.0,39.0,7.8,126.0
SpongeBob SquarePants: Battle for Bikini Bottom,70.0,8.0,8.9,17.0
Doom 3 BFG Edition,67.0,16.0,6.4,107.0
Spider-Man 3,63.0,61.0,7,53.0
Pro Evolution Soccer 2012,74.0,4.0,6.3,8.0
The Conduit,69.0,79.0,8.2,258.0
Just Dance 2016,73.0,7.0,6.9,11.0
Disney Universe,66.0,31.0,5.3,13.0
RalliSport Challenge,87.0,32.0,8.3,19.0
Resident Evil Outbreak File #2,58.0,35.0,7.7,70.0
Top Spin 3,75.0,36.0,7.5,20.0
XIII,73.0,37.0,8.6,35.0
Tomb Raider: Anniversary,78.0,32.0,8.2,28.0
Rune Factory 4,78.0,33.0,8.1,122.0
3D Dot Game Heroes,77.0,66.0,8,96.0
Up,62.0,6.0,8,4.0
Breath of Fire IV,83.0,10.0,8.9,45.0
True Crime: Streets of LA,77.0,29.0,7.3,29.0
Odin Sphere,83.0,49.0,8.6,59.0
Titanfall,86.0,29.0,6.2,1727.0
Arena Football,66.0,18.0,8.6,14.0
The Lord of the Rings: The Return of the King,77.0,13.0,8.2,11.0
NHL Hitz 20-02,78.0,18.0,7.6,8.0
The Legend of Spyro: Dawn of the Dragon,64.0,11.0,6.5,19.0
Classic NES Series: Dr. Mario,66.0,10.0,7.5,6.0
The Sims: Bustin' Out,81.0,26.0,8.9,12.0
NCAA March Madness 07,63.0,9.0,8.6,7.0
"Monsters, Inc. Scream Team",65.0,10.0,6.9,8.0
"Warhammer 40,000: Space Marine",76.0,57.0,7.8,232.0
Top Spin 3,78.0,47.0,7.6,36.0
Cabela's Big Game Hunter 2005 Adventures,55.0,4.0,8.4,16.0
LEGO Rock Band,71.0,50.0,7.2,31.0
Battlefield 2: Modern Combat,80.0,49.0,8.2,29.0
Tom Clancy's HAWX,74.0,35.0,8.1,39.0
All-Star Baseball 2002,77.0,16.0,7.6,8.0
Need for Speed: Most Wanted,80.0,18.0,9.1,22.0
Bolt,50.0,4.0,5.8,5.0
WWE Raw 2,68.0,26.0,7.3,25.0
Manhunt 2,67.0,22.0,7.8,53.0
Fullmetal Alchemist and the Broken Angel,56.0,35.0,8.1,38.0
Tony Hawk's Project 8,68.0,11.0,7.6,14.0
Batman Begins,64.0,41.0,7.3,70.0
Tony Hawk's Proving Ground,72.0,59.0,5.4,44.0
Dr. Seuss' The Cat in the Hat,56.0,6.0,6.5,8.0
Barbie Groovy Games,47.0,5.0,7,4.0
Wolfenstein,72.0,66.0,7.5,128.0
Blinx: The Time Sweeper,71.0,36.0,8,41.0
ESPN NFL Football,91.0,20.0,8.5,25.0
Major League Baseball 2K5,81.0,25.0,8.2,17.0
Tetris Party Deluxe,72.0,19.0,5.8,4.0
Gravity Rush,83.0,73.0,8.5,625.0
Quantum Break,77.0,106.0,6.8,1659.0
Archer Maclean's Mercury,75.0,39.0,6.6,21.0
TMNT,58.0,31.0,6.3,32.0
Soldier of Fortune: Gold Edition,59.0,14.0,6.8,17.0
Final Fantasy IV: The Complete Collection,77.0,41.0,7.5,80.0
Frontlines: Fuel of War,75.0,55.0,7.8,77.0
MX 2002 Featuring Ricky Carmichael,76.0,17.0,8.3,9.0
NCAA Football 07,88.0,20.0,6.9,10.0
Lunar: Silver Star Story Complete,78.0,15.0,9.1,35.0
Harvest Moon: The Tale of Two Towns,68.0,6.0,7.5,13.0
No More Heroes,83.0,64.0,8.4,259.0
God of War: Origins Collection,84.0,58.0,8.4,208.0
Dora The Explorer: Dora Saves the Snow Princess,47.0,4.0,7,5.0
Soul Reaver 2,80.0,22.0,8.5,35.0
Metal Gear Solid 3: Subsistence,94.0,53.0,9.3,439.0
Enslaved: Odyssey to the West,80.0,53.0,7.4,312.0
WWF Raw,68.0,33.0,6.6,15.0
Guitar Hero Live,81.0,21.0,5.1,69.0
Extermination,67.0,19.0,7.8,19.0
Batman: Vengeance,68.0,19.0,6.7,12.0
Hot Shots Golf: World Invitational,76.0,55.0,8.1,77.0
Tony Hawk's Pro Skater 3,93.0,22.0,8.4,17.0
Mega Man Zero,82.0,17.0,8.9,31.0
Resident Evil: Revelations 2,75.0,30.0,7.7,284.0
NBA 2K8,81.0,18.0,6.8,19.0
Rayman Origins,92.0,13.0,8.3,127.0
Assassin's Creed: Unity,70.0,10.0,3,1463.0
MX vs. ATV: Alive,63.0,43.0,7.2,24.0
Shrek 2,72.0,31.0,8.4,5.0
Purr Pals,67.0,4.0,6.8,6.0
Assassin's Creed II,86.0,22.0,6.9,1611.0
Tak and the Power of Juju,79.0,28.0,9.2,19.0
Lips: Number One Hits,70.0,22.0,7.6,7.0
Turok: Evolution,68.0,25.0,6.7,9.0
Jak X: Combat Racing,76.0,46.0,7.7,63.0
American Idol,41.0,14.0,4.8,12.0
Red Dead Revolver,74.0,61.0,8.5,26.0
CrossworDS,67.0,19.0,6.8,6.0
Viva Pinata: Pocket Paradise,82.0,34.0,7.1,15.0
Sly Cooper: Thieves in Time,75.0,69.0,8.3,343.0
Iron Man,47.0,8.0,5.6,15.0
Spec Ops: The Line,77.0,27.0,8,350.0
The SpongeBob SquarePants Movie,74.0,14.0,8.5,8.0
NHL 14,80.0,22.0,6,79.0
F1 2013,77.0,22.0,6.3,40.0
Legends of WrestleMania,70.0,43.0,6.5,19.0
Tiger Woods PGA Tour 08,80.0,45.0,7.8,26.0
Dance Dance Revolution Ultramix,82.0,24.0,8.8,10.0
Crash Tag Team Racing,66.0,21.0,7,49.0
Front Mission 4,75.0,39.0,8.6,22.0
Rayman Origins,88.0,54.0,8.4,298.0
F.E.A.R.,72.0,31.0,7.4,64.0
Enslaved: Odyssey to the West,82.0,72.0,7.8,295.0
Dragon Ball Z: Shin Budokai,70.0,21.0,8.1,19.0
Tiger Woods PGA Tour 13,75.0,14.0,5.7,9.0
Dynasty Warriors: Gundam 3,58.0,18.0,7.5,20.0
Tiger Woods PGA Tour 11,84.0,29.0,8.3,23.0
NBA Live 10,81.0,32.0,7.5,25.0
Metro 2033,77.0,83.0,7.9,351.0
Fire Emblem: Path of Radiance,85.0,42.0,8.9,141.0
Hotel Dusk: Room 215,78.0,57.0,8.6,102.0
Final Fantasy Explorers,69.0,57.0,7,87.0
SSX Tricky,87.0,20.0,8.6,18.0
Greg Hastings' Tournament Paintball,74.0,11.0,9.2,42.0
ESPN NBA Basketball,89.0,18.0,8.4,38.0
Dragon Ball Z: Ultimate Tenkaichi,55.0,24.0,5.8,52.0
Sacred 2: Fallen Angel,71.0,56.0,7.3,64.0
Two Worlds II,67.0,50.0,6.6,140.0
Over the Hedge,58.0,29.0,8.6,10.0
Mat Hoffman's Pro BMX,80.0,15.0,8.6,16.0
NHL 14,81.0,30.0,5.9,92.0
The Hobbit,59.0,17.0,8.6,14.0
War of the Monsters,80.0,41.0,8.9,68.0
Harry Potter and the Deathly Hallows - Part 1,41.0,8.0,5,11.0
The Incredible Hulk: Ultimate Destruction,83.0,41.0,8.7,38.0
Time Crisis: Razing Storm,58.0,49.0,5.9,15.0
Summer Sports: Paradise Island,46.0,7.0,4.6,7.0
Time Crisis II,81.0,21.0,7.9,20.0
NCAA March Madness 06,78.0,19.0,9.1,13.0
LEGO Dimensions,62.0,5.0,6.5,29.0
Valkyria Chronicles II,83.0,54.0,8.1,67.0
Tatsunoko vs. Capcom: Ultimate All-Stars,85.0,62.0,8.8,85.0
Rune Factory: A Fantasy Harvest Moon,78.0,26.0,8.1,52.0
Legacy of Kain: Defiance,75.0,34.0,9.3,49.0
NCAA March Madness 2005,78.0,19.0,8.3,13.0
007 Racing,51.0,16.0,4.6,14.0
Tactics Ogre: Let Us Cling Together,87.0,49.0,8.8,102.0
Conflict: Vietnam,58.0,24.0,8.1,21.0
Dragon's Crown,82.0,62.0,8.3,288.0
MLB SlugFest 20-04,78.0,23.0,8.3,8.0
Blitz: The League,78.0,30.0,7.7,14.0
Manhunt 2,62.0,38.0,7.1,46.0
Just Dance 2015,70.0,17.0,7.5,20.0
The LEGO Movie Videogame,69.0,18.0,6.9,49.0
Overwatch,91.0,62.0,6.8,4052.0
Peter Jackson's King Kong: The Official Game of the Movie,82.0,43.0,8.5,11.0
Burnout Revenge,89.0,65.0,8.4,66.0
Medal of Honor: European Assault,72.0,42.0,7,15.0
Ty the Tasmanian Tiger 2: Bush Rescue,71.0,24.0,8.2,22.0
The Lord of the Rings: The Fellowship of the Ring,59.0,23.0,6.6,10.0
NBA 06,63.0,26.0,6.3,27.0
Excite Truck,72.0,57.0,8.4,83.0
Magician's Quest: Mysterious Times,69.0,13.0,7.6,9.0
X-Men Legends,81.0,36.0,8.5,11.0
StarCraft II: Legacy of the Void,88.0,62.0,8.3,833.0
ModNation Racers,73.0,22.0,7.7,22.0
WWE SmackDown vs. Raw 2010,75.0,7.0,8.3,4.0
Oni,69.0,24.0,7.8,22.0
